config,workload,case,name,case_label,shape,case_key,status,cpu_cycles,hw_cycles,speedup,speedup_x100,mismatches,source
8x8,attention-benchmark,11,attention_q32_kv8_d64_v16_rng,Q32 KV8 D64 V16,q=32 kv=8 d=64 value=16 causal=0,q=32 kv=8 d=64 value=16 causal=0,PASS,4563060,24292,187.84208793018277,18784,0,software/uartlog/atik_8x8_v2/attn.txt
8x8,attention-benchmark,12,attention_q16_kv128_d32_v8_rng,Q16 KV128 D32 V8,q=16 kv=128 d=32 value=8 causal=0,q=16 kv=128 d=32 value=8 causal=0,PASS,12433279,55068,225.78047141715697,22578,0,software/uartlog/atik_8x8_v2/attn.txt
8x8,attention-benchmark,13,attention_q64_kv16_d8_v128_rng,Q64 KV16 D8 V128,q=64 kv=16 d=8 value=128 causal=0,q=64 kv=16 d=8 value=128 causal=0,PASS,43540851,244500,178.0811901840491,17808,0,software/uartlog/atik_8x8_v2/attn.txt
8x8,attention-benchmark,14,attention_q128_kv64_d16_v32_rng,Q128 KV64 D16 V32,q=128 kv=64 d=16 value=32 causal=0,q=128 kv=64 d=16 value=32 causal=0,PASS,116900311,603986,193.54804747129901,19355,0,software/uartlog/atik_8x8_v2/attn.txt
8x8,attention-benchmark,15,attention_q32_kv128_d128_v64_rng,Q32 KV128 D128 V64,q=32 kv=128 d=128 value=64 causal=0,q=32 kv=128 d=128 value=64 causal=0,PASS,481488019,2557382,188.27379679688056,18827,0,software/uartlog/atik_8x8_v2/attn.txt
8x8,vit,0,vit_l1_img32_p4_d64_h4_mlp128_cls10,S65 D64 H4 C10,seq=65 patches=64 patch_dim=48 d_model=64 heads=4 head_dim=16 hidden=128 layers=1 classes=10,seq=65 patches=64 patch_dim=48 d_model=64 heads=4 head_dim=16 hidden=128 layers=1 classes=10,PASS,168133924,6310409,26.643902796157903,2664,0,software/uartlog/atik_8x8_v2/vit.txt
8x8,vit,1,vit_l1_img64_p8_gray_d128_h4_mlp128_cls10,S65 D128 H4 C10,seq=65 patches=64 patch_dim=64 d_model=128 heads=4 head_dim=32 hidden=128 layers=1 classes=10,seq=65 patches=64 patch_dim=64 d_model=128 heads=4 head_dim=32 hidden=128 layers=1 classes=10,PASS,472464347,12840045,36.79615974866132,3680,0,software/uartlog/atik_8x8_v2/vit.txt
8x8,vit,2,vit_l1_grid11_p_synth_d128_h4_mlp256_cls10,S122 D128 H4 C10,seq=122 patches=121 patch_dim=128 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 classes=10,seq=122 patches=121 patch_dim=128 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 classes=10,PASS,1650930166,32718334,50.45887012462187,5046,0,software/uartlog/atik_8x8_v2/vit.txt
8x8,tiny-bert,1,tinybert_l1_s128_d128_h4_ff256_cls2,S64 D128 H4 C2,seq=64 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=512 classes=2,seq=64 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=512 classes=2,PASS,534026928,14791933,36.10257888539652,3610,0,software/uartlog/atik_8x8_v2/tinybert.txt
8x8,tiny-bert,2,tinybert_l1_s128_d128_h4_ff256_cls2,S64 D64 H2 C2,seq=64 d_model=64 heads=2 head_dim=32 hidden=256 layers=1 vocab=512 classes=2,seq=64 d_model=64 heads=2 head_dim=32 hidden=256 layers=1 vocab=512 classes=2,PASS,231499727,8464229,27.350361976265056,2735,0,software/uartlog/atik_8x8_v2/tinybert.txt
8x8,tiny-bert,3,tinybert_l1_s128_d128_h4_ff256_cls2,S128 D128 H4 C2,seq=128 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=512 classes=2,seq=128 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=512 classes=2,PASS,1767521140,33000519,53.56040430758074,5356,0,software/uartlog/atik_8x8_v2/tinybert.txt
8x8,tiny-bert,4,tinybert_l1_s128_d128_h4_ff256_cls2,S128 D256 H2 C2,seq=128 d_model=256 heads=2 head_dim=128 hidden=256 layers=1 vocab=512 classes=2,seq=128 d_model=256 heads=2 head_dim=128 hidden=256 layers=1 vocab=512 classes=2,PASS,9173446396,95539561,96.0172550510254,9602,0,software/uartlog/atik_8x8_v2/tinybert.txt
8x8,gpt2-prefill,0,gpt2prefill_l1_s16_d64_h4_ff128_vocab128,S16 D64 H4 V128,seq=16 d_model=64 heads=4 head_dim=16 hidden=128 layers=1 vocab=128,seq=16 d_model=64 heads=4 head_dim=16 hidden=128 layers=1 vocab=128,PASS,16720966,1414037,11.824984777626046,1182,0,software/uartlog/atik_8x8_v2/gpt2prefill.txt
8x8,gpt2-prefill,1,gpt2prefill_l1_s16_d64_h4_ff128_vocab128,S32 D64 H4 V128,seq=32 d_model=64 heads=4 head_dim=16 hidden=128 layers=1 vocab=128,seq=32 d_model=64 heads=4 head_dim=16 hidden=128 layers=1 vocab=128,PASS,41448415,2886497,14.35941731448188,1436,0,software/uartlog/atik_8x8_v2/gpt2prefill.txt
8x8,gpt2-prefill,2,gpt2prefill_l1_s32_d128_h4_ff256_vocab256,S64 D128 H4 V256,seq=64 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=256,seq=64 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=256,PASS,441116935,15451007,28.54939713638082,2855,0,software/uartlog/atik_8x8_v2/gpt2prefill.txt
8x8,gpt2-prefill,3,gpt2prefill_l1_s64_d128_h4_ff256_vocab256,S128 D128 H4 V256,seq=128 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=256,seq=128 d_model=128 heads=4 head_dim=32 hidden=256 layers=1 vocab=256,PASS,1252919519,34481331,36.33617040479093,3634,0,software/uartlog/atik_8x8_v2/gpt2prefill.txt
